ID,Name,Pos,Team,Value,Ownership,1_Pts,1_xMins,2_Pts,2_xMins,3_Pts,3_xMins,4_Pts,4_xMins,5_Pts,5_xMins
365,Ramsay,D,LIV,4,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
296,Akintola,M,HUL,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
507,Phillips,D,TOT,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
128,Buonanotte,M,BHA,5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
135,Yohanna,M,BHA,5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
560,Penders,G,CHE,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
497,Dubravka,G,TOT,4,22.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
363,Leoni,D,LIV,4,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6,Saliba,D,ARS,6,0.4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
380,Ekitiké,F,LIV,7.5,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
322,Al-Hamadi,F,IPS,5,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
475,Savona,D,NFO,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
355,Davies,G,LIV,4,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
137,Tzimas,F,BHA,5.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
153,Disasi,D,CHE,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30,Digne,D,AVL,4.5,1.4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
477,Abbott,D,NFO,4,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
351,Mamardashvili,G,LIV,5,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
581,Diomande,D,NFO,5.5,0.4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
582,Madjo,F,AVL,5.5,1.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
396,Vitor Reis,D,MCI,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
139,Ferguson,F,BHA,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
302,Button,G,IPS,4,0.5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
150,M.Sarr,D,CHE,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
118,Igor,D,BHA,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
554,Van Oevelen,G,IPS,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
434,J.Fletcher,M,MUN,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
119,Costinha,D,BHA,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
178,Bidwell,D,COV,4,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
408,Phillips,M,MCI,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
251,Lecomte,G,FUL,4,1.4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29,M.Bizot,G,AVL,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
49,Iling Jr,M,AVL,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
406,Kovačić,M,MCI,5.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
191,Borges Rodrigues,M,COV,4.5,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
317,Hirst,F,IPS,5,0.4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
478,Netz,D,NFO,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
187,Eccles,M,COV,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
298,Destan,F,HUL,4.5,2.3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
111,Steele,G,BHA,4,4.4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
523,Moore,M,TOT,5,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
443,Gillespie,G,NEW,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
466,Neave,F,NEW,4.5,0.7,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
352,Woodman,G,LIV,4,1.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
65,J.Araujo,D,BOU,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
538,Hjelde,D,SUN,4,0.3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
52,Alysson,M,AVL,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
278,Hughes,D,HUL,4,0.4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
171,Dovin,G,COV,4,2.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
163,D.Essugo,M,CHE,4.5,0.2,-0.25,5,-0.24,5,-0.28,5,-0.25,5,-0.27,5
