ID,Name,Pos,Team,Value,Ownership,2_Pts,2_xMins,3_Pts,3_xMins,4_Pts,4_xMins,5_Pts,5_xMins,6_Pts,6_xMins
409,Mukasa,M,MCI,4.5,0.2,1.87,35,1.95,35,1.78,35,1.95,35,1.73,35
568,Barco,M,CHE,5.5,0.1,1.85,35,1.69,35,1.94,35,1.83,35,1.94,35
145,Fofana,D,CHE,5,0,1.79,35,1.45,35,2.09,35,1.80,35,2.09,35
501,Danso,D,TOT,5,0.2,1.66,35,2.00,35,2.08,35,1.85,35,1.63,35
594,David,F,BHA,6,0.3,1.80,35,1.90,35,1.88,35,1.75,35,1.88,35
167,Delap,F,NFO,5.5,0.5,1.76,35,1.85,35,1.80,35,1.95,35,1.83,35
452,Bruno G.,M,ARS,6.9,2.8,1.39,26,1.77,33,2.04,35,1.86,35,2.09,35
466,Neave,F,NEW,4.5,0.8,1.79,35,1.84,35,1.84,35,1.84,35,1.82,35
508,Davies,D,TOT,4,1,1.64,35,1.98,35,2.07,35,1.83,35,1.61,35
493,Kalimuendo,F,NFO,5.5,0.1,1.76,35,1.83,35,1.80,35,1.91,35,1.82,35
271,Muniz,F,FUL,5.5,0.6,1.89,35,1.85,35,1.71,35,1.80,35,1.87,35
19,Zubimendi,M,ARS,5.5,1,1.76,35,1.76,35,1.91,35,1.75,35,1.94,35
92,Ji-soo,D,BRE,4.5,0,1.96,35,2.03,35,1.87,35,1.60,35,1.64,35
313,Clarke,M,IPS,5.5,0.3,1.77,35,1.75,35,1.81,35,1.89,35,1.88,35
419,Martinez,D,MUN,5,1.3,2.08,35,2.01,35,1.36,35,1.84,35,1.81,35
614,Hadjam,D,BHA,4.5,0,1.59,35,2.09,35,1.93,35,1.45,35,2.03,35
81,Rodríguez,F,BOU,6,0.1,1.93,35,1.76,35,1.82,35,1.78,35,1.78,35
119,Costinha,D,BHA,4.5,0,1.58,35,2.07,35,1.92,35,1.44,35,2.01,35
209,Johnson,M,EVE,6,0.2,1.84,35,1.73,35,1.72,35,1.88,35,1.84,35
611,Wan-Bissaka,D,AVL,4.5,0,1.48,35,1.98,35,2.05,35,1.66,35,1.81,35
606,Rowe,D,AVL,4,0.1,1.49,35,1.97,35,2.03,35,1.66,35,1.80,35
339,Longstaff,M,LEE,5,0.1,1.85,35,1.81,35,1.78,35,1.86,35,1.64,35
272,Kusi-Asare,F,FUL,4.5,7,1.84,35,1.80,35,1.69,35,1.77,35,1.83,35
596,Ruggeri,D,AVL,4.5,0.1,1.48,35,1.96,35,2.02,35,1.65,35,1.80,35
153,Disasi,D,CRY,4.5,0.1,1.23,35,1.69,35,1.98,35,2.01,35,1.97,35
509,Byfield,D,TOT,4,0.1,1.59,35,1.93,35,2.01,35,1.78,35,1.56,35
510,Rowswell,D,TOT,4,0.1,1.59,35,1.93,35,2.01,35,1.78,35,1.56,35
528,Scarlett,F,TOT,4.5,1.7,1.74,35,1.80,35,1.81,35,1.77,35,1.74,35
169,Mheuka,F,CHE,4.5,0.3,1.78,35,1.67,35,1.82,35,1.76,35,1.82,35
170,Emegha,F,CHE,5,0.1,1.78,35,1.67,35,1.82,35,1.76,35,1.82,35
107,Furo,F,BRE,4.5,0.9,1.80,35,1.81,35,1.79,35,1.73,35,1.73,35
547,Mundle,M,SUN,5,0,1.87,35,1.82,35,1.68,35,1.61,35,1.84,35
117,Coppola,D,BHA,4.5,0,1.54,35,2.03,35,1.88,35,1.40,35,1.97,35
441,Obi,F,MUN,4.5,1.1,1.81,35,1.79,35,1.65,35,1.77,35,1.77,35
605,Yalcouyé,M,BHA,4.5,0.1,1.68,35,1.85,35,1.80,35,1.63,35,1.83,35
424,Amass,D,MUN,4,0.2,2.00,35,1.94,35,1.32,35,1.77,35,1.75,35
432,Mainoo,M,MUN,5.5,1,1.85,35,1.81,35,1.59,35,1.77,35,1.76,35
288,Dowell,M,HUL,4.5,0.4,1.82,35,1.73,35,1.68,35,1.66,35,1.85,35
38,A.García,D,AVL,4,1.7,1.44,35,1.92,35,1.98,35,1.61,35,1.75,35
33,Mings,D,AVL,4.5,0.4,1.43,35,1.93,35,1.99,35,1.60,35,1.76,35
314,Ogbene,M,IPS,5,0,1.69,35,1.68,35,1.74,35,1.80,35,1.79,35
607,Lynch,M,AVL,4.5,0.1,1.63,35,1.80,35,1.82,35,1.70,35,1.74,35
296,Akintola,M,HUL,5,0,1.81,35,1.72,35,1.67,35,1.65,35,1.83,35
103,Dasilva,M,BRE,5,0,1.79,35,1.81,35,1.76,35,1.66,35,1.66,35
118,Igor,D,BHA,4.5,0.1,1.51,35,1.99,35,1.84,35,1.38,35,1.94,35
543,Diarra,M,SUN,5.5,0.1,1.83,35,1.78,35,1.64,35,1.57,35,1.81,35
76,Tóth.A,M,BOU,5,0,1.83,35,1.67,35,1.74,35,1.68,35,1.69,35
345,Tanaka,M,LEE,5,0.2,1.76,35,1.73,35,1.71,35,1.78,35,1.57,35
56,Abraham,F,AVL,5.5,0.1,1.30,26,1.67,31,1.91,35,1.82,35,1.85,35
245,Dibling,M,EVE,5.5,0,1.74,35,1.65,35,1.63,35,1.77,35,1.74,35
373,C.Jones,M,LIV,5.5,0,1.40,26,1.80,34,1.84,35,1.84,35,1.64,35
191,Borges Rodrigues,M,COV,4.5,0.2,1.83,35,1.48,35,1.72,35,1.79,35,1.68,35
437,Bendito Mantato,M,MUN,4.5,0.2,1.78,35,1.75,35,1.55,35,1.71,35,1.70,35
438,Fletcher,M,MUN,4.5,0.3,1.78,35,1.75,35,1.55,35,1.71,35,1.70,35
559,Bamba,M,NEW,5,0.1,1.62,35,1.72,35,1.73,35,1.72,35,1.69,35
484,Hutchinson,M,NFO,5.5,0.2,1.59,35,1.70,35,1.66,35,1.82,35,1.69,35
323,McAteer,M,IPS,4.5,1.4,1.65,35,1.63,35,1.69,35,1.75,35,1.74,35
524,Olusesi,M,TOT,4.5,0.8,1.63,35,1.74,35,1.76,35,1.69,35,1.63,35
256,Tete,D,FUL,4.5,0.3,1.98,35,1.78,35,1.32,35,1.56,35,1.79,35
75,Christie,M,BOU,5,0,1.80,35,1.63,35,1.70,35,1.64,35,1.65,35
436,Collyer,M,MUN,5,0,1.76,35,1.73,35,1.53,35,1.69,35,1.68,35
548,Rigg,M,SUN,5,0.1,1.78,35,1.73,35,1.60,35,1.54,35,1.75,35
231,Keane,D,EVE,5,1.4,1.75,35,1.53,35,1.50,35,1.85,35,1.75,35
221,Drakes-Thomas,M,CRY,4.5,0.1,1.46,35,1.65,35,1.75,35,1.75,35,1.74,35
287,Millar,M,HUL,5,0.1,1.74,35,1.65,35,1.60,35,1.58,35,1.75,35
52,Alysson,M,AVL,5,0,1.55,35,1.73,35,1.75,35,1.63,35,1.67,35
253,Andersen,D,FUL,5,0.1,1.96,35,1.76,35,1.30,35,1.53,35,1.77,35
239,Garner,M,EVE,6,0.1,1.69,35,1.60,35,1.59,35,1.73,35,1.70,35
478,Netz,D,NFO,4.5,0,1.36,35,1.67,35,1.64,35,1.91,35,1.71,35
234,Patterson,D,EVE,4.5,0,1.73,35,1.51,35,1.48,35,1.82,35,1.73,35
610,De Fougerolles,D,FUL,4,0.1,1.94,35,1.75,35,1.29,35,1.53,35,1.76,35
292,Ömür,M,HUL,5,0,1.72,35,1.64,35,1.59,35,1.57,35,1.73,35
218,Doucouré,M,CRY,5,0.1,1.47,35,1.62,35,1.71,35,1.72,35,1.71,35
235,Aznou,D,EVE,4,0.2,1.72,35,1.50,35,1.47,35,1.81,35,1.72,35
212,Hughes,M,CRY,4.5,10.9,1.47,35,1.62,35,1.71,35,1.72,35,1.71,35
102,Yarmoliuk,M,BRE,5,1.2,1.69,35,1.71,35,1.66,35,1.57,35,1.58,35
213,Lerma,M,CRY,5,0.1,1.45,35,1.61,35,1.70,35,1.71,35,1.70,35
187,Eccles,M,COV,5,0,1.75,35,1.42,35,1.65,35,1.72,35,1.61,35
101,Henderson,M,CHE,5,0,1.27,26,1.57,35,1.80,35,1.70,35,1.80,35
178,Bidwell,D,COV,4,0.1,1.94,35,1.14,35,1.65,35,1.84,35,1.58,35
263,Kevin,M,FUL,5.5,0.1,1.71,35,1.65,35,1.51,35,1.59,35,1.66,35
320,Akpom,F,IPS,5,0.5,1.59,35,1.58,35,1.61,35,1.66,35,1.66,35
374,Endo,M,LIV,5,0.1,1.66,35,1.64,35,1.63,35,1.64,35,1.48,35
50,Burrowes,M,AVL,4.5,0.7,1.51,35,1.66,35,1.68,35,1.57,35,1.61,35
602,Humphreys,M,IPS,4.5,0,1.57,35,1.55,35,1.60,35,1.65,35,1.65,35
72,Gannon-Doak,M,BOU,5,0.1,1.70,35,1.55,35,1.62,35,1.56,35,1.57,35
574,Hjertø-Dahl,M,HUL,5,0.1,1.66,35,1.59,35,1.55,35,1.53,35,1.68,35
487,Dominguez,M,NFO,5,0.1,1.52,35,1.60,35,1.57,35,1.70,35,1.60,35
62,Diakité,D,BOU,5,0.2,1.87,35,1.43,35,1.66,35,1.42,35,1.49,35
189,Shepherd,M,COV,4.5,0.3,1.69,35,1.38,35,1.59,35,1.65,35,1.56,35
192,Andrews,M,COV,4.5,0.6,1.69,35,1.38,35,1.59,35,1.65,35,1.56,35
270,Reed,M,FUL,4.5,1.4,1.66,35,1.59,35,1.46,35,1.53,35,1.61,35
91,Pinnock,D,COV,4.5,0.1,1.86,35,1.11,35,1.58,35,1.77,35,1.52,35
556,Targett,D,HUL,4,2.3,1.70,35,1.59,35,1.42,35,1.34,35,1.78,35
281,Drameh,D,HUL,4,0.1,1.69,35,1.59,35,1.42,35,1.34,35,1.77,35
217,M.França,M,CRY,5,0,1.38,35,1.54,35,1.62,35,1.63,35,1.62,35
321,Walle Egeli,F,IPS,4.5,2.4,1.53,35,1.53,35,1.55,35,1.59,35,1.59,35
405,N.Gonzalez,M,NEW,5.5,0.2,1.48,35,1.57,35,1.58,35,1.57,35,1.54,35
285,McNair,D,HUL,4,0.1,1.67,35,1.57,35,1.40,35,1.32,35,1.75,35
580,Charles,M,FUL,5,0.1,1.62,35,1.56,35,1.44,35,1.51,35,1.57,35
563,Morita,M,HUL,5,0,1.59,35,1.53,35,1.49,35,1.48,35,1.61,35
477,Abbott,D,NFO,4,0.3,1.25,35,1.54,35,1.52,35,1.78,35,1.59,35
308,Furlong,D,IPS,4,0.6,1.40,35,1.32,35,1.60,35,1.70,35,1.66,35
163,D.Essugo,M,CHE,4.5,0.2,1.53,35,1.41,35,1.61,35,1.52,35,1.61,35
592,Ouattara,D,IPS,4,1,1.40,35,1.32,35,1.59,35,1.69,35,1.65,35
35,Bogarde,M,AVL,5,0.1,1.43,35,1.58,35,1.60,35,1.49,35,1.53,35
284,McCarthy,D,HUL,4,0.1,1.65,35,1.54,35,1.38,35,1.30,35,1.72,35
581,Diomande,D,NFO,5.5,0.7,1.23,35,1.52,35,1.50,35,1.75,35,1.57,35
476,O.Richards,D,NFO,4,0.2,1.22,35,1.52,35,1.49,35,1.76,35,1.56,35
479,Bindon,D,NFO,4,0.2,1.22,35,1.52,35,1.49,35,1.76,35,1.56,35
181,Brau,D,COV,4,0,1.80,35,1.05,35,1.52,35,1.71,35,1.46,35
489,Yates,M,NFO,4.5,1.4,1.43,35,1.51,35,1.48,35,1.58,35,1.50,35
533,Mukiele,D,SUN,5.5,2.5,1.74,35,1.61,35,1.33,35,1.19,35,1.63,35
604,Cresswell,M,LEE,4.5,0.1,1.54,35,1.51,35,1.50,35,1.55,35,1.40,35
174,Kitching,D,COV,4,0.7,1.79,35,1.04,35,1.51,35,1.70,35,1.45,35
550,Jocelin.T,M,SUN,5,0,1.57,35,1.53,35,1.42,35,1.36,35,1.55,35
601,Williams-Barnett,M,TOT,4.5,0.1,1.44,35,1.52,35,1.54,35,1.48,35,1.44,35
603,Lienou,D,LEE,4,0.1,1.61,35,1.46,35,1.44,35,1.69,35,1.20,35
179,Latibeaudiere,D,COV,4,0,1.76,35,1.04,35,1.49,35,1.67,35,1.43,35
434,J.Fletcher,M,MUN,5,0,1.54,35,1.52,35,1.36,35,1.48,35,1.47,35
558,Schlager,M,NFO,5,0.1,1.41,35,1.48,35,1.46,35,1.55,35,1.48,35
303,Kipré,D,IPS,4,0.6,1.33,35,1.26,35,1.53,35,1.62,35,1.57,35
578,Mudryk,M,CHE,5.5,0,1.45,35,1.36,35,1.53,35,1.45,35,1.53,35
613,Ahoka,M,SUN,4.5,0,1.54,35,1.50,35,1.40,35,1.34,35,1.52,35
307,Johnson,D,IPS,4,0.1,1.33,35,1.25,35,1.52,35,1.61,35,1.57,35
585,Herrington,D,HUL,4,0.7,1.57,35,1.48,35,1.31,35,1.24,35,1.65,35
598,Elvedi,D,LEE,4.5,0,1.58,35,1.42,35,1.41,35,1.66,35,1.17,35
470,Morato,D,NFO,5,0,1.14,35,1.43,35,1.41,35,1.66,35,1.48,35
73,Adams,M,BOU,5,0.2,1.48,35,1.37,35,1.42,35,1.38,35,1.38,35
535,Alderete,D,SUN,5,0.4,1.63,35,1.51,35,1.25,35,1.12,35,1.52,35
589,Gourna-Douath,M,HUL,5,0,1.44,35,1.39,35,1.36,35,1.35,35,1.46,35
243,Alcaraz,M,EVE,5,0.1,1.41,35,1.36,35,1.35,35,1.44,35,1.42,35
537,Seelt,D,SUN,4.5,0,1.57,35,1.45,35,1.20,35,1.07,35,1.47,35
612,Methalie,D,SUN,4.5,0,1.55,35,1.44,35,1.20,35,1.07,35,1.46,35
66,Soler,D,BOU,4,0.2,1.27,26,1.26,34,1.52,35,1.28,35,1.36,35
571,Florentino,M,IPS,5,0.1,0.98,26,1.23,33,1.34,35,1.38,35,1.37,35
507,Phillips,D,TOT,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
318,Philogene,M,IPS,5.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
370,Chiesa,M,LIV,5.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
293,Kamara,M,HUL,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
485,Bakwa,M,NFO,5.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
597,Suzuki,G,AVL,5,0.8,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
402,Rodrigo,M,MCI,6.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
63,Milosavljević,D,BOU,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
414,Heaton,G,MUN,4,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
77,Adli,M,BOU,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
433,Ugarte,M,MUN,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
444,Jaouen,G,NEW,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
448,Burn,D,NEW,5,1.7,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
497,Dubravka,G,TOT,4,18.6,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
458,Joelinton,M,NEW,5.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
442,Pope,G,NEW,5,1.3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
425,Fredricson,D,MUN,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
416,De Ligt,D,MUN,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
475,Savona,D,NFO,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
450,Livramento,D,NEW,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
408,Phillips,M,MCI,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
21,Nørgaard,M,EVE,5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
78,Kroupi.Jr,M,BOU,7.5,0.3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
39,Nedeljkovic,D,AVL,4,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
505,Spence,D,TOT,4.5,0.5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
99,Milambo,M,BRE,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
2,Arrizabalaga,G,ARS,5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
342,Harrison,M,LEE,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
531,Ellborg,G,SUN,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
546,Adingra,M,SUN,5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
582,Madjo,F,AVL,5.5,0.4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
538,Hjelde,D,SUN,4,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
513,Xavi,M,TOT,6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
555,Matthews,G,CRY,4,1.8,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
354,Jaros,G,LIV,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
3,Meslier,G,ARS,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
83,Valdimarsson,G,BRE,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6,Saliba,D,ARS,6,0.3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
146,B.Badiashile,D,CHE,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
451,A.Murphy,D,NEW,4,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
196,Markelo,F,COV,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
518,P.M.Sarr,M,TOT,4.9,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
590,Benda,G,NFO,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
554,Van Oevelen,G,IPS,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
540,Masuaku,D,SUN,4,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
530,Patterson,G,SUN,4,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
521,Kulusevski,M,TOT,6.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
349,Mateo Joseph,F,LEE,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
351,Mamardashvili,G,LIV,5,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
468,John,G,NFO,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
227,Travers,G,EVE,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
443,Gillespie,G,NEW,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
54,Gomes,M,AVL,5.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
132,Howell,M,BHA,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
465,Osula,F,NEW,6,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
121,Mitoma,M,BHA,6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
128,Buonanotte,M,BHA,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
58,Forster,G,BOU,4,3.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
560,Penders,G,CHE,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
319,Szmodics,M,IPS,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
500,Romero,D,TOT,5,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
413,Bayindir,G,MUN,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
341,Gnonto,M,LEE,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
317,Hirst,F,IPS,5,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
394,Alleyne,D,MCI,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
495,Austin,G,TOT,4,0.9,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
49,Iling Jr,M,AVL,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30,Digne,D,AVL,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
517,Odobert,M,TOT,5.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
177,Kesler-Hayden,D,COV,4,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
141,Jörgensen,G,CHE,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
275,Cartwright,G,HUL,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
220,Cardines,D,CRY,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
325,Darlow,G,MUN,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
252,McNally,G,FUL,4,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
333,Bornauw,D,LEE,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
274,Butland,G,HUL,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
360,Bradley,D,LIV,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
359,Gomez,D,LIV,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
297,Gyabi,M,HUL,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
283,Jacob,D,HUL,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
240,Iroegbunam,M,EVE,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
400,Doku,M,MCI,7.5,1.3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
404,Reijnders,M,MCI,6,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
587,Rulli,G,MCI,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
312,Taylor,M,IPS,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
494,Vicario,G,TOT,4.5,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
331,Gudmundsson,D,LEE,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
365,Ramsay,D,LIV,4,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
326,Perri,G,LEE,4.5,0.6,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
352,Woodman,G,LIV,4,1.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
380,Ekitiké,F,LIV,7.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
276,Lo-Tutala,G,HUL,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
355,Davies,G,LIV,4,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
363,Leoni,D,LIV,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
197,Bassette,F,COV,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
382,Danns,F,LIV,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
348,Piroe,F,LEE,5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
340,Gelhardt,M,HUL,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
310,Matusiwa,M,IPS,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
488,I.Sangaré,M,NFO,5,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
311,Burns,M,IPS,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
344,Gruev,M,LEE,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
302,Button,G,IPS,4,0.4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
322,Al-Hamadi,F,IPS,5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
353,Pecsi,G,LIV,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
376,Bajcetic,M,LIV,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
111,Steele,G,BHA,4,4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
199,Benitez,G,CRY,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
137,Tzimas,F,BHA,5.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
133,Watson,M,BHA,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
143,Chalobah,D,CHE,5.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
139,Ferguson,F,BHA,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
122,Minteh,M,BHA,6,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
171,Dovin,G,COV,4,1.5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
180,Woolfenden,D,COV,4,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
615,Di Gregorio,G,BOU,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
172,Wilson,G,COV,4.5,0.5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
225,Uche,F,CRY,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
193,Wright,F,COV,5.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
300,Walton,G,IPS,4.5,0.5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
131,Baleba,M,MUN,5,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
298,Destan,F,HUL,4.5,0.3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
53,Manzambi,M,AVL,6,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
251,Lecomte,G,FUL,4,1.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
294,Zambrano,M,HUL,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
299,Burstow,F,HUL,4.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
208,Sarr,M,CRY,6.4,2.6,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
273,Phillips,G,HUL,4,1.5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
80,Enes Ünal,F,BOU,5.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
85,Van den Berg,D,BRE,5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
278,Hughes,D,HUL,4,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
59,Dennis,G,BOU,4,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
48,Onana,M,AVL,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5,J.Timber,D,ARS,6.5,0.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
301,Palmer,G,IPS,4,4.5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
291,Matazo,M,HUL,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
206,Chadi Riad,D,CRY,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
386,Bettinelli,G,MCI,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
228,King,G,EVE,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
266,Cairney,M,FUL,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
65,J.Araujo,D,BOU,4.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
